review_id,rating,review_text,review_title,review_date,brand,category,username
300,5,Not so surprised as AmazonBasics delivers excellent product. Work just like the Energizers and last as long.,AmazonBasics - Excellent Brand,2017-08-11,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByJosebetzy
301,4,"GREAT value for the cost - not as fast as a high end tablet, but certainly faster than I was expecting. Clear viewing and easy navigation",Amazon Fire Tablet,2017-04-22,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",oldungeek
302,5,"I like that it is a good reader and that you can also put some apps on it -- I use it to check email, one note, etc. but primarily as a reader.",Best deal on a reader tablet,2017-02-19,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Tgiberson
303,5,They seem to work okay so far and the price was great.,... to work okay so far and the price was great.,2017-05-04,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByBIGGUY
304,5,I had an original Kindle that I replaced with this newer one. I love it!!,Excellent product,2017-03-16,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",ALV70
305,4,"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet.",Can't beat if for the price,2017-04-01,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Palmor
306,4,This product is OK but is not the best you can get. for a sale item fine. battery life seems to be a little short. Bottom line.....So so,Too many ads,2017-03-15,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Newdaze
307,5,this tablet is perfect for surfing the internet and following social media,great tablet,2016-11-21,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",HFCU
308,5,Great deal. They are what they are but seem to hold life pretty well. Will definitely buy again when I need to restock.,Affordable quality,2015-10-08,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByRyann
309,3,"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",Not an iPad by any means,2017-04-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",RudysReview
310,5,Amazon Basics comes through with yet another superb value. These work every bit as well as their Energizer and Duracell equivalents at a fraction of the price. It comes in a nice carton that is perfect for storage and can be recycled when the batteries are gone. Highly recommended!,Another Great Value from Amazon Basics!,2016-07-01,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByA. Taylor
311,5,Tablet is perfect for beginners who just want basic,Ease of use,2017-03-20,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",auntscrappie
312,5,"its fast, it has good lighting. its got the 16gb space, best gift ive bought for a bookreader.","wow, over the top happy",2016-12-24,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",erockmon
313,5,"My new Kindle is an upgrade from my 7 year old Kindle Fire. As to be expected the video quality is better along with faster performance and more features. I still use my old Kindle as it is still ticking but the ""shiny new toy"" is fun.",Kindle upgrade,2017-03-03,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Nhoj
314,5,got this for my nieces aged 6-13 they loved it and so did their parents really keeps them occupied,great tablet for kids and adults,2017-01-30,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",MichAtty
315,4,its good performance and highly recommended to amazon users,good for its range,2016-11-04,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Xiitz
316,5,"Works well; no issues with reboots or system hangs.. Good size - not too big and not too small. Screen is good for reading. Battery life is good, I've bought a few books from Amazon but mostly side-loaded books from the library onto a 32 GB micro sd card.",Nice tablet,2017-01-18,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",SamtheSham
317,5,Great budget tablet at a great price. Long battery life and high quality display.,Great budget tablet,2017-03-15,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",XrayDuke
318,5,"This is my second kindle. I love using them for reading, web searching, etc. I download some of my favorite knitting patterns, so when on the road I have something to work with.I love love love this kindle. Bigger screen, slimmer and lighter.",Great kindle,2017-02-13,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Yams
319,5,Great gift for my dad. Clear picture and easy set up,Gift for my dad.,2016-12-30,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Momstreets
483,5,Got the tablet for my grandson he's happy with it and use it as we speak,Got the tablet for my grandson,2017-04-14,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Butch
320,4,"Well, these are basic, average, ordinary non-rechargeable AA batteries. You get 100 in bundles of 4 tightly wrapped in plastic, all packaged in a plain corrugated cardboard box. The price is good. The batteries are plentiful. I've read reviewer complaints here that the battery quality is inferior, that they don't work, or explode, or ooze, or don't last very long. I can't tell you about this. I don't have a battery tester and nor do I have the ambition to set up a test involving these vs. some top brands to see which work better and last longer.Don't try to charge them (duh!) and just use them. I'm not a big user of AA batteries and now that the World As I Knew It is coming to an end, there will probably be plenty of these still in my house when that end arrives.",Back to the Basics.,2016-11-10,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByOLT
321,5,"Smartphone works on the job for me, but with the Fire I can read instructions and worksheets. It is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. Gives me the information, beats printing everything out, or carrying around a large laptop.",Fire works for me,2016-11-19,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",JGDomke
322,5,I am still learning all the things I can do with my new Kindle Fire. It is so much better (lighter in weight and easier to use) than my old tablet.,Enjoying my new tablet,2017-02-03,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",GrandmaKay
323,5,"3rd purchase of these AA from Amazon, all have expiration of 2027. Ones I've used thus far last as Long as name brands",10 years and strong performace,2017-04-20,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByJeff T.
324,4,This was a gift for a family member they really enjoy all the options of getting books,Great as a gift they love it better than paper bac,2017-02-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",john1509
325,5,Not the first time I have bought Amazon Basic products and won't be the last. From my experience these products do just as well as any name brand product but with less experience. Love the packaging these batteries came in and so far from what I can tell work like a charm. Put them in a couple of my gadgets and worked perfectly. The way we go through batteries the cost savings is well worth it.,Amazon Basic products rule!!,2015-06-16,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Bywrrodger
326,5,I was very impressed with the packaging of these batteries. They work as well as any of the top commercial AA batteries. I will keep them handy for any future use.,AA Batteries from Amazon Basics,2017-08-19,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByDavid L. Casey
327,5,One of the best purchases or investments you could make for technology.,Good Replacement for Ipad,2017-02-24,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",sAris
328,4,"It's a good starter tablet, to bad it runs on the Amazon OS.",Good for the price,2017-03-27,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",darkangel1010
329,5,"This was a gift for my mother who is 99 years. She used to love puzzles, but with arthritis and failing eyesight she couldn't do them. The puzzle app is good because she can see it and use finger to slide pieces. She can keep up with family on Facebook",Gift for 99 year old,2017-02-03,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Cricket
330,4,Good value for the money Will order again,AAA Batteries,2016-11-28,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByB3
331,5,"I bought this as a temporary replacement for my wife's 11"" Kindle Fire HD that was out for service. She liked this 8"" model so much that she continued using it after the 11"" one returned.",Great ereader and tablet,2017-02-20,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",PivotDave
332,3,"Decent battery, but seem to change them out a little bit faster than the big name batteries.",Average battery,2017-03-18,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByC. J. L
333,5,Great for the price,Awesome Deal,2017-06-19,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByScott and Rae
334,5,I purchased the Amazon Fire HD 8 to replace my 2nd generation Kindle Fire. It works great and the colors are sharp.,Great tablet,2017-03-03,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",KindleUser
335,5,"works great for us for video calling, for kids watching videos",Great Tablet,2017-02-26,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",bobby
336,4,bought as a gift she loves it great with amazon prime,good,2016-11-17,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",grandpa
337,5,"AmazonBasics has become a great brand that rivals the Energizers of the world. These batteries are an affordable price and a really high quality, especially when compared to the competition. With having a three year old, we are constantly running through batteries and it is great having these AmazonBasics type products out there to help middle income families like ours afford all the necessities that comes with having kids and just life in general (think remote control batteries).",AmazonBasics Amazing Brand,2016-05-29,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Bydstrausser83
338,5,"The HD8 and HD7 are amazing for the price. They aren't top powered tablets, but they're functional tablets. Right now, in Feb 2017, either one is a good replacement for the Nexus 7.",Very Nice,2017-02-17,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Cheapo
339,5,Seem to work very well at a great price.,2 THUMBS UP.,2016-11-14,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByCharlie
340,4,"Works well. I really like the bigger screen (up from the 7""). Easier to read, just as easier to use if not better.",Love of games,2016-11-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",tablet
341,5,What else can you say Amazon ROCKS and so do their batteries!!!,Amazon batteries ROCK!!!,2016-03-19,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByJake
342,5,Damn that's a lot of batteries!,Always needed,2017-04-13,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByAnne P.
343,5,"Have a fire 7 and wanted a bigger screen, love the new one.","Nice product, love the screen size",2017-04-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Papa
344,5,"I bought this Amazon Fire HD8 as a Christmas present for my wife. It is the second tablet I have given to her over the past 5 years. She LOVES it! It goes wherever she goes. The Fire is more than portable and so easy to use. As the saying goes: ""A Happy Wife Means A Happy Life"". I wouldn't hesitate to recommend the Fire to anyone!",This Product Is On Fire!!,2017-02-13,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",cns618
345,4,"I purchased this tablet knowing exactly what my needs were and how well the Kindle could meet them. Despite the ""walled garden"" philosophy that tethers you mostly to Amazon products and services, the ability (as of right now) to side-load the Google Play Store makes this a surprisingly versatile device for the price point.",A Solid Basic Tablet,2017-03-25,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",UniversalTaxi
346,5,Love the kindle will continue to buy them for my family,Great kindle,2017-03-03,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Bartig69
347,5,The tablet is not for me it is for a Christmas gift,a Good buy,2016-12-12,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Safetydude
348,4,Better than I expected for the price. Works good and I would fully recommend,Enter than I thought,2017-03-08,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Jays
349,5,This is I think the best product I've bought. I already own eight that I've purchased through the years for my family and they seem to only get better and less expensive in price.,Very happy,2017-03-15,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Zanu
350,5,"I wasn't really expecting much, however I was pleasantly surprised.It feels solid, responsive, screen is good.For the price its a bargain!!",Works quit well - would recommend!!,2017-04-15,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",folkboat
354,5,"I'm very happy with my Kindle Fire. Beyond being able to read books, it does all sorts of things and is able to download a huge variety of apps. It also holds a charge very long. The size is perfect and portable, yet the screen is much larger than a smartphone, which I love. I would definitely recommend this tablet to others!",Great Tablet!,2017-01-31,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",SpencerG
355,5,"Using in my Xbox One controller. Battery life is on-par w/ Energizer and Duracell, and like a zillion times cheaper.",Amazing,2016-11-04,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByAlbert J. Swartz
356,4,My only disappointment is the inability to download some of the apps I use in my phone.,I like the Kindle Fire very much.,2016-11-05,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",SamD
357,1,These don't last long at all.,AAA batteries.,2015-11-21,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Byirenegirl
358,5,"I bought this for my sister, who already had the Kindle 7. For the price the 8 is better. First the obvious. a inch more screen does make a difference and the HD makes reading and streaming alot clearer. Being able to add more storage with a micro SD card is a huge plus as well. This device includes a camera! And last at under 100.00 makes this a huge value for a great tablet.",Amazing tablet at a great price!,2016-11-11,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Fezzybear
359,5,I like because I can download movies to watch offline with netflix,My second one,2017-02-17,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",BigDaddyDan
360,5,"I previously had bought an older model of these tablets for my children. I wasn't to happy with them. But this tablet is great, it has child safety features like wether you would like to have them surf the web to even limiting the amount of hours your child can use it. Very good tablet for what my kids will use it for which is mostly Netflix Hulu and even though there isn't you tube app there are alternate apps that acces you tube.",Great tablet for children,2016-12-08,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Nzmolina
361,4,Only problem is that it is impossible to read or do anything on the KindleFire with any light in the room at all; far worse than impossible in sunlight. There should be some sort of temporary screen or other add-on that can be used with the device when in sunny or bright locations.,"Excellent tablet for games, reading, email, photos",2017-03-10,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",pointermom
362,5,Was bought for a Christmas gift. My 11 year old son loves it.,Perfect tablet,2017-03-16,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Kevinredd
363,4,Great little device that does almost everything a Tablet does. I use it as my computer when I travel as well as a reader.,Better than expected,2017-03-26,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",kxdgal
364,5,Excellent ratio quality price. Lightweight. Good resolution and easy to use.,Great Tablet,2017-04-01,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Xavi67
365,5,"of course these are no energizer bunny batteries, but for the price and amount you get, you cant beat it! They come in individual packs of 4, inside a white box to keep them in. I would recommend it",a ton of batteries for great price,2017-02-06,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByAshley Mervin
366,5,Had a great experience with my Best Buy rep! Great Job!,Great,2017-03-03,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Kristen
367,4,Wanted my father to have his first tablet and this is a very good value. He can watch movies and play a few games. Easy enough for him to use.,Great Value,2017-01-23,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",RegE
368,5,I went from the 7 inch Kindle to the 8 and it really made a difference. Easier to read and clearer than my old one.,Needed the bigger tablet.,2016-10-28,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",LoveBestBuy
369,4,This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.,Decent Tablet for Teen Basic Games,2017-03-20,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",TLMart
370,4,"works great, wife loves it. Always happy with the kindle",Great tablet,2017-02-13,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Vinny
371,5,Very good product. Super quality and the Best Buy store rep explained me about the product,Very good,2016-11-11,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Vinay
372,1,"Worked great but after awhile I wouldn't unlock. After I'd enter my pin, the screen would go black. I took it to geek squad (luckily I bought the protection plan!) and told me they don't fix them they just replace them. So I got another one but that one did the exact same thing. Ended up returning that one too.",Won't unlock,2017-03-11,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Aria
373,4,best choice under 100$ in marketamazon is the best!!!,good,2017-03-21,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",caran
374,5,"I love this Tablet. It's easy to use, a great price & lightweight.",great for the price,2016-10-28,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Wilemena1
375,5,Sharp picture and easy to use. And a fantastic price,I love it,2016-11-26,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Orion8881118
376,5,Great value,Amazon rules,2016-11-17,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",BySandra Smith
377,5,The Amazon Fire HD 8 is an awesome device. THE PRICE OF THIS TABLET IS MIND BOGGLING!! This tablet has everything you would expect and want in a tablet and more. It has Amazon Store and Amazon Prime preloaded. It's so much fun and so easy to use. THE PERFORMANCE OF THIS TABLET IS UNBELIEVABLE. You never stop thinking about the modest price you paid for such a fantastic tablet. It feels comfortable in your hands. The design is nice. The size is adequate for all tablet use. You can expand the memory storage of this device an additional 240GB. Can you believe it? Outstanding!!,Exceptional Tablet,2017-01-31,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Jedi007
378,4,Got this for my sister as a Christmas present and she loved it.Easy to use and great for books.,Perfect for a gift,2016-12-30,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",adedios
379,5,I don't think I'll ever buy duracell again,Amazing deal,2017-01-23,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByAaron
380,4,"If you're looking for a small but effective tablet that's reasonably priced, this tablet is the one for you. It's easy to understand the directions, therefore making it a snap to learn how to work the tablet. It comes in different colors and is easy to read and use. Give it a try. Thanks, Best Buy!!!",Another great tablet,2017-02-18,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Fashionista
381,5,GOOD ALKALINE BATTERIES. AREN'T ALL ALKALINE THE SAME ADVERTISING STEERS SOME PEOPLE.,ALKINE IS A ALKALINE,2015-05-18,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Byed ziringer
382,3,This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes.,Good for entry level reader,2018-03-21,Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Ashish
383,5,These are great. How is Duracell still in business,Amazing,2016-12-25,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByMF Brown
384,5,Nice price for a bunch of batteries.,Affordable,2016-12-21,Amazonbasics,"AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",ByFooish
385,4,My wife loved her gift. I made the right purchase.,Great,2017-02-26,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Herb
386,4,"Works okay as a tablet and especially to access Amazon.No good as a general tablet as there are no Google apps available, such as Chrome, gmail, etc.",Okay tablet,2016-11-11,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",gary
387,4,Fast processing great battery reads to me when my eyes bother me. Expandable memory a big plus.,Best Kindle to date,2017-01-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",kristijudy
388,4,"the hd feature is what sold me on this product, along with the fact its a lotmore streamline than the older version that I have","this product has great features, and good history",2017-01-30,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",mswallstreet
389,5,I'm sorry I didn't buy it sooner! Very easy to use. Love it.,fabulous!,2016-12-23,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",mishka54
390,5,Great Product and great Price! Love it i would recommend to anyone who is looking for tablet on a good price,Awesome,2017-02-13,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",ReviewKing101
391,5,"I bought one for my 9 year old son for his birthday - and now we are buying another one for our ten year old. We have had some tech issues as we are juggling three tablets on one account - but with careful monitoring, it's ok.",Wonderful starter for a child,2017-02-17,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",caddiewoodlawn
392,4,I purchased this tablet for my niece for Christmas and she love it.,It's a great item that I purchased as a Christmas.,2017-01-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Santablet
393,4,"I went in to buy my 88 year old Dad an Amazon Fire book reader....The customer service from the begining was great!. An Associate immediately approached me, showed me several models, with explaining them all. After picking one. I was then told of the ""free shipping"" of which i did utilize. My dad received within a couple of days , on his birthday, and was able to go to his local Best Buy, and have an Assocate show/explain how to use. He was sooo excited and pleased with the item and service....and so am I. Also, the price was right tooo!",Great features and affordable,2017-02-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Jurn31
394,5,I purchased a Kindle a few years ago and Have loved the flexibility it give me. I can browse the internet without moving to my desk to get on my personal computer. I love the fact that I can continue to read my books while I travel. Doctor Office Visits seem to just roll by more calmly now because I can ignore the office chatter and the TV selections I rather not watch. I encouraged others to make the purchase and several have done just that. This is my second purchase. Love It!,Great Kindle,2017-02-10,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",CoCo
395,5,One of the best inexpensive tablets on the market. Great for the casual user,Inexpensive,2017-02-07,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",ucantcme69
396,4,Nice size screen easy and light weight to take to class,good quality for school,2017-04-04,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",hailey
397,5,"Needed something a bit larger than the 6+ to stream Netflix, this was perfect!",Woks great!,2017-01-06,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",TerriVB
398,5,"It a great product..,. The quality is awesome the pictures is good and clear...",Fire HD tablets,2016-11-04,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Keekee
