review_text,rating
This tablet is a good one for everyday use. It is small but it has a clear image. Not sure if I really wanted one this small but its ok for now.,4
"What we expected, a bargain battery, so we are happy.",3
"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",3
Many of the batteries are no good.,1
These batteries don't last even in a simple digital clock. 2 weeks at best.,1
These batteries don't last even in a simple digital clock. 2 weeks at best.,1
These were OK. I don't think I'll but them in the future. I prefer Energizers.,2
I bought this with paper white and didn’t see much of a difference in terms of resolution and use. I totally recommend this reader as it’s so small and powerful!,5
"BAD BATCH NOT LASTING!Have been using these for the Roku Remote, and they are dying after just a few days of use.Have been happy with Amazon battery purchases in the past.Not sure if the quality is overall lower than it once was, or if this was just a bad batch.",1
"totally worth the money, has all the apps I use on a daily basis!",5
"Fine for reading, ...haven't used it for anything else yet",3
"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!",5
"This tablet is definitely recommended if you are looking for light to medium usage. Tablet is snappy and quick but slarts to lag after installing multiple apps.Amazon app store is good but there are few essential apps that are not available, though you can install them using black market.",3
"Terrible. Just changed the batteries on my wireless keyboard... yesterday. Already dead. Put another set in low powered christmas lights. Dead in about an hour. (I have another identical christmas light set, powered by Energizer batteries. Still going after many many days of running).Unfortunately bought the 48 pack. Won't make this mistake again.",1
Many of the batteries are no good.,1
All the batteries came dead so I did a return and got new ones. Second order was the same as the first.Update: still have yet to receive refund from second order after several weeks!!!,1
"As advertised, I have not had any problems.",4
It all of a sudden has stoped charging I have only used it a few times in the short time off purchase. Can I get a replacement or how best can I be helped,3
Adequate performance. I just pulled 16 batteries from four night lights. Half of these were the AmazonBasics AA batteries. Not surprising until I tell you that that AmazonBasics batteries were the last to be installed and the other half were installed long before the AmazonBasics. I don't think I'll buy these again.,3
"First time I bought these they worked well and lasted almost as long as the name brands. Not the same this time around, almost no charge - 4-6 hours of run time - Junk batteries.",1
Nice for the price had to put Google play store on myself but still a nice tablet,4
I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.,1
I thought it would be as big as small paper but turn out to be just like my palm. I think it is too small to read on it... not very comfortable as regular Kindle. Would definitely recommend a paperwhite instead.,3
"i Bought this around black friday for $60 hoping it would be awesome... it failed so hard i tried multiple different micro SD cards none of which were recognized and YES i formated them with every format i could think of ... Fat32, NTFS, Fat, Xfat... i even tried to have the tablet do it... didnt work... to make matters worse half the apps i wanted to use werent in the app store and i came to find out that it isnt linked to the normal google play store this tablet has its own app store which is missing many common apps... the main reason i bought this was to play clash of clans and i cant because it wasnt on the app store... i tried to also use aftermarket play stores to play COC but it didnt work... launched and played 1 time but didnt work or update after that... needless to say i returned it and bought a $250 samsung galaxy tab A 10.1 (2016 version) with S-pen and its WAYYYYY better... bottom line you get what you pay for... also hint the s-pen version has an extra 1 GB of ram over the non pen version... so you should get that if you can afford the extra $50...",1
"If you need a basic tablet then the fire works. It falls apart when compared to the iPad mini from a usability, functionality and available apps standpoint.",2
Great tablet use it for reading and email. Great price!,4
"Approximately half of the batteries I've tried so far are dead. Low expectations for the remainder of the lot, and never buy these again.",1
"At least half of this batch had no charge, or at least so little that they died within an hour of being put in a walkie-talkie. Very disappointed",2
"You put these little cylinders in stuff and it makes them work -- flashlights, remotes, kitchen scales, clocks.",5
It's fast and easy to use. This is my second kindle fire .,5
"BAD BATCH NOT LASTING!Have been using these for the Roku Remote, and they are dying after just a few days of use.Have been happy with Amazon battery purchases in the past.Not sure if the quality is overall lower than it once was, or if this was just a bad batch.",1
They for really fast,2
With all the electronics in the house we go through abundance of batteries a month. This is a great deal and they seem to last quite a long time!Have mine set up to be shipped every month definitely the best way to go!,5
My fiancée really enjoyes it! I would definitely recommend.,4
Nice size screen easy and light weight to take to class,4
"Date on the back of these were 1992. Yeah, 1992. Inedible.",1
"I use hundreds of AAAs annually, and despite the graphics in ad, these are about the poorest performing, with least longevity, of any I have bought. Still have another 100 of these, but will likely go thru those quickly.",1
"They didn't last very long in my cheap camera. With them not being lithium I didn't expect them to last forever, but I should of gotten more then a days use out of them. In my Xbox controller they lasted an adequate amount of time. So all in all these definitely aren't for heavy use and the price point reflects that.",3
Didn't have some of the features I was looking for. Returned it the next day. May be good for others,2
These do not last long at all very cheap batteries no happy,1
"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",3
it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,2
"I use hundreds of AAAs annually, and despite the graphics in ad, these are about the poorest performing, with least longevity, of any I have bought. Still have another 100 of these, but will likely go thru those quickly.",1
"As I reviewed different tablets, this tablet kept coming back as my best option for the items I was looking for. It IS a great tablet, but there are a few things I don't really like about it. I didn't realize that Amazon has it's OWN browser SILK. Everything even your banking info goes through Amazon. Not sure I like that. Also, items don't automatically close out when you leave a page and I have to frequently hit the button on the bottom and close out multiple items. It might just be that I am not THAT computer savoy, though I do know how to navigate my way around. Sometimes the touch feature just seems to freeze and won't recognize that I am attempting 'touch'. Lastly, the on/off button is right where you hold the tablet on the side, so I am often 'accidently' shutting it down. Most annoying! Overall, I am happy with my purchase and for the price I like it. Just wanted to point out the other items.",4
"I was looking for a kindle whitepaper. I saw online for $80. What a deal. I ordered it on line and picked it up in the store. I got it home and couldn't adjust the brightness. After a lengthy time with online customer service I called customer service. After 20 minuets with speaking to a female Elmer Fud that doesn't speak english well I figured I would just return it. Although it looks Identical to the $120 model, you can not adjust the brightness. That would have been good information before I bought it.",1
This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes.,3
"Had it for about a week and now it won't take charge, tried new chargers and still not taking charge. Happy with tablet but unhappy about not chatging",2
Mediocre performance,3
"Worked great but after awhile I wouldn't unlock. After I'd enter my pin, the screen would go black. I took it to geek squad (luckily I bought the protection plan!) and told me they don't fix them they just replace them. So I got another one but that one did the exact same thing. Ended up returning that one too.",1
TERRIBLE! Barely lasted three hours during a digital camera shoot where Duracell lasts multiple days.,2
"like it at first, but it is going slow sometimes. overall good product",3
"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these.",1
It is just an average tablet. Bit slow but is a good option for people on budget,3
Many of the batteries are no good.,1
"a couple of low juice ones, but I bought a charger and all is good",4
We have had no issues with this tablet. Love it!TY,5
"Works okay as a tablet and especially to access Amazon.No good as a general tablet as there are no Google apps available, such as Chrome, gmail, etc.",4
These do not last long at all very cheap batteries no happy,1
I buy all my batteries here. Great long lasting batteries.,5
"Great for reading, game playing, searching the web and social media.",5
good price for the product. I purchased for my middle school son.,4
These batteries won't last long. An led flashlight will drain them in a hurry. I usually like Amazon products but this is one to avoid.,2
I love this Kindle. I love the fact that you can use an SD card for more storage. Great job,5
"If ads dont bother you, then this may be a decent device. Purchased this for my kid and it was loaded down with so much spam, it kept loading it up making it slow and laggy. Plus the carrasoul loadout makes it hard to navigate for kids, not very kid friendly! Oh you can pay $15 to remove the ads but it wont remove them all. Buy the samsung, better everything!",1
"They last a day in an xbox controller, if you're lucky",2
"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these.",1
Didn't have some of the features I was looking for. Returned it the next day. May be good for others,2
"I put these batteries in 10 of the 12 window candles that I bought - I put my last 2 Duracell in the other 2. The Amazon Batteries lasted for about 10 days and the Duracell lasted for 12. Since then I've experimented to see if this is consistent . It is, the Duracell last an average of 17 longer.",3
Bought it for a friend he likes it.would recommend it.,5
"The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast.",3
"I put these batteries in 10 of the 12 window candles that I bought - I put my last 2 Duracell in the other 2. The Amazon Batteries lasted for about 10 days and the Duracell lasted for 12. Since then I've experimented to see if this is consistent . It is, the Duracell last an average of 17 longer.",3
Nice upgrade from my old kindle. I like it very much.,5
"Worked great but after awhile I wouldn't unlock. After I'd enter my pin, the screen would go black. I took it to geek squad (luckily I bought the protection plan!) and told me they don't fix them they just replace them. So I got another one but that one did the exact same thing. Ended up returning that one too.",1
I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.,4
This product so far has not disappointed. My children love to use it and I like the ability to monitor control what content they see with ease.,5
"She loves this tablet. It works well unlike her ""bargain"" tablet which she tried to use previously and cost about the same. She likes the sound of it also! She enjoys the free games she downloaded and navigates the wev easily with it.",5
"If it's possible to have gotten a dud batch I sure got it. We BLEW through all these batteries in less than a month. My kids toys aren't that super powered and even in remotes I was having to change batteries way too often. For example the magic touch counting toy, the store batteries lasted 3 years. Popped in some Amazon batteries, 1 month and the second child didn't play with it nearly as much as the first. For the price it was worth the try but I'm going back to the other brands.",2
Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant.,1
The People I purchased this for during Christmas Holiday LOVED IT...,5
This was a gift to a friend. So far she loves it..,4
"Use these in a wireless BT mouse. Has about 30 less life as copper top brand. Good price, but most likely will not buy again.",2
"If you need a basic tablet then the fire works. It falls apart when compared to the iPad mini from a usability, functionality and available apps standpoint.",2
nice reader. almost perfect for what i want/need. good bargain,4
"We use battery operated candles with timers. The batteries normally have to be changed once a month. These cheap batteries lasted 2 weeks. I thought these batteries were a good deal, but I was wrong.",2
Wish I didn't buy these. Amazon does a lot of things well but batteries No. Not so much. These do not work for more than a moment. Lay the extra for name brand.,1
I don't know if I would buy thus brand again seems like they don't last as long as Duracell,1
Fun and reliable. Good quality for the money. Easy to use.,4
It is very easy to use for children . We have loved having one and are hoping to buy another one for kids Christmas !!,4
"This is a good product for video, surfing and reading. However this version has dropped all android support as far as I can tell. I have a couple of apps that run on my old Fire just fine but are extremely problematic on this one. There is one app I use everyday but it doesn't work on this new Fire, so I have to keep the old one around. Kind of inconvenient. I would recommend seeing if your app is supported on this Fire before dropping the money.",3
"AAA batteries - lots of them, at an affordable price. What's not to like",5
Love my kindle! Works better than expected! Kindle is much faster than my old tablet!,5
fire tablet is very powerful for the size and does everything!,2
She loves to use it to watch Netflix and play games,4
It all of a sudden has stoped charging I have only used it a few times in the short time off purchase. Can I get a replacement or how best can I be helped,3
"They didn't last very long in my cheap camera. With them not being lithium I didn't expect them to last forever, but I should of gotten more then a days use out of them. In my Xbox controller they lasted an adequate amount of time. So all in all these definitely aren't for heavy use and the price point reflects that.",3
"The Amazon Fire HD8 (2016 model) is a great tablet for the price; however, the Fire OS offers limited abilities to the user. Personally, I wish there were ways to mirror the screen to a tv without having to purchase a Fire TV streaming stick. Also, the inability to use the google play store is a major set back. If it weren't for those two complaint, I'd give this tablet 4 stars.",3
Easy to use. Pretty user friendly. It is good value for the price,4
Purchased as a gift. The receiver loves it and said that it works nicely.,5
I bought two of these Amazon Fire HD tablets in December as Christmas gifts. Both recipients are happy with these as gifts. I plan to purchase one in the near future for myself.,5
"It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading.",4
"I've been using these on my roku remote and the lifespan is terrible. About two weeks, when Duracell's have been 1-2 months",1
They for really fast,2
"I put these batteries in 10 of the 12 window candles that I bought - I put my last 2 Duracell in the other 2. The Amazon Batteries lasted for about 10 days and the Duracell lasted for 12. Since then I've experimented to see if this is consistent . It is, the Duracell last an average of 17 longer.",3
"Had it for about a week and now it won't take charge, tried new chargers and still not taking charge. Happy with tablet but unhappy about not chatging",2
I love the apps that are on here and everything else I think it's the perfect tablet for a beginner has all of the apps that you will need,5
"like it at first, but it is going slow sometimes. overall good product",3
"Didnt know how much i'd use a kindle so went for the lower end. im happy with it, even if its a little dark",4
I thought it would be as big as small paper but turn out to be just like my palm. I think it is too small to read on it... not very comfortable as regular Kindle. Would definitely recommend a paperwhite instead.,3
"For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.",3
During my first recharging they were leaking and wrapping was coming off. A waste of money,1
"Lightweight, nice display and not too large to carry.",4
We order batteries keep them stocked at all times. We also order AAA Batteries for the same reason.,5
"This is the second Fire tablet that I have purchased. The first I returned in after I was not able to load YouTube onto the tablet. Amazon's take on Android was just to unfriendly to make it work. With this new tablet, Amazon has heard my concern and now I'm enjoying this tablet. It's well built for a sub-$100 device, but won't stand up to a lot of abuse.",3
This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,2
"The Kindle Fire HD has a larger screen (8"" vs. 7"") and images are crisper with more vibrant colors.",5
It is easy to use. It was cheap. Have not found anything about it that I do not like.,5
Need to have some computer savvy. Wound be much more helpful if it came with a simple basic instructions.,3
"the hd feature is what sold me on this product, along with the fact its a lotmore streamline than the older version that I have",4
Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire,3
"If you shop on Amazon all the time, this will help make it easier still. Lots of ads pop up, and you can't use apps from non-Amazon sources unless you root it, and that is complicated. This is not a realistic alternative to an iPad or Galaxy Note. If you just want to a device to shop on Amazon with, you'll love it.",2
"Use these in a wireless BT mouse. Has about 30 less life as copper top brand. Good price, but most likely will not buy again.",2
We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.,1
"For the price and features offered on the tablet, I wouldn't purchase any other tablet. I enjoy using it and overall find it fairly easy to navigate. Easy internet browser with ""Silk"" and convenient access to all the applications I am interested in.",4
"Fine for reading, ...haven't used it for anything else yet",3
I bought my Kindle about 2 months ago and the battery is already dead and will not charge,4
"Good for watching movies, reading books and playing games but don't expect to do much more. Everything else can be a challenge and it can get laggy and once in a while it'll just shut down a program or completely reboot.",4
"First time I bought these they worked well and lasted almost as long as the name brands. Not the same this time around, almost no charge - 4-6 hours of run time - Junk batteries.",1
Bought 2 for each of our teenagers and they just love it... Very cool reading features and zero buffering while watching Netflix.,5
"My 37 days old Amazon fire stick quit working, the system was fine it just seemed like the remote wasn't getting any juice. Tried 3 different sets of these batteries in it and it still wouldn't work-and yes, I put them in the right way. Contacted Amazon about the limited warranty on remote as it was just past 30 days purchased and couldn't return, but before sending back for warranty service and being without TV for who knows how long and just to make sure, I bought some energizer batteries. Wouldn't you know it, the remote fired right back up. Can't trust these batteries.",1
Wrong item.,1
We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.,1
This is my third Kindle Fire and it improves each time. Colors are crisper and best of all it stays charged a lot longer.,5
Tablet stopped working after owning for two weeks. Came back on after an hour.,3
TERRIBLE! Barely lasted three hours during a digital camera shoot where Duracell lasts multiple days.,2
"Use these in a wireless BT mouse. Has about 30 less life as copper top brand. Good price, but most likely will not buy again.",2
It is just an average tablet. Bit slow but is a good option for people on budget,3
"I have always gone to buy a kindle because I like the books and th games available. But I found them very unpredictable and unreliable. The color burns futon screen, then the screens starts jumping. As a result I have purchased 8 over the years. Not sure if Want to go through that for the 9th time!",2
"Great buy, do a lot of reading and he no glear screen is awesome while in the sun.",4
"Date on the back of these were 1992. Yeah, 1992. Inedible.",1
Wrong item.,1
"Great little tablet to take with you, great for kids",4
The new kindle fire hd is good and my son loves it,4
"I know beforehand that this is not a powerful tablet. But it's the best bargain at this price point . The screen is okay if you just read books, news, or surf the websites. But if you want to enjoy videos-this is not your choice.The processor is slow and the amazon app store doesn't have all the apps like you'd expect from Google appstore- even though the OS based on android. But few tweaks let you install the Google playstore-search online for the steps.Overall I'm satisfied with my purchase. Hope this is helpful.",3
"I love hear readers, I had to replace mine because I destroyed the last, but it is awesome",4
"i Bought this around black friday for $60 hoping it would be awesome... it failed so hard i tried multiple different micro SD cards none of which were recognized and YES i formated them with every format i could think of ... Fat32, NTFS, Fat, Xfat... i even tried to have the tablet do it... didnt work... to make matters worse half the apps i wanted to use werent in the app store and i came to find out that it isnt linked to the normal google play store this tablet has its own app store which is missing many common apps... the main reason i bought this was to play clash of clans and i cant because it wasnt on the app store... i tried to also use aftermarket play stores to play COC but it didnt work... launched and played 1 time but didnt work or update after that... needless to say i returned it and bought a $250 samsung galaxy tab A 10.1 (2016 version) with S-pen and its WAYYYYY better... bottom line you get what you pay for... also hint the s-pen version has an extra 1 GB of ram over the non pen version... so you should get that if you can afford the extra $50...",1
"First time I bought these they worked well and lasted almost as long as the name brands. Not the same this time around, almost no charge - 4-6 hours of run time - Junk batteries.",1
Amazon Basics - you are my hero. These are great batteries. I use them in my Apple keyboard and mouse and they have outlasted the brandname batteries I used to use. I get on average an additional 1-2 weeks of use out of each set of batteries which is an additional money saver. The shelf life seems to be normal for alkaline batteries.The packaging is biodegradable which adds to the convenience and value.,5
I bought this tablet for my 4 year old daughter. Too many advertisements. I would rather pay more and not have a single ad.,1
I really liked the build quality but the very lackluster performance and minuscule battery life didn't make it a keeper for me.,2
During my first recharging they were leaking and wrapping was coming off. A waste of money,1
"This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.",1
"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these.",1
"As expected from Amazon, there were no problems with the ordering and delivery process. So far I have installed several batteries, but it's too soon to tell how long they are going to last.",3
The Amazon Kindle is light weight and easy to use.,4
"i Bought this around black friday for $60 hoping it would be awesome... it failed so hard i tried multiple different micro SD cards none of which were recognized and YES i formated them with every format i could think of ... Fat32, NTFS, Fat, Xfat... i even tried to have the tablet do it... didnt work... to make matters worse half the apps i wanted to use werent in the app store and i came to find out that it isnt linked to the normal google play store this tablet has its own app store which is missing many common apps... the main reason i bought this was to play clash of clans and i cant because it wasnt on the app store... i tried to also use aftermarket play stores to play COC but it didnt work... launched and played 1 time but didnt work or update after that... needless to say i returned it and bought a $250 samsung galaxy tab A 10.1 (2016 version) with S-pen and its WAYYYYY better... bottom line you get what you pay for... also hint the s-pen version has an extra 1 GB of ram over the non pen version... so you should get that if you can afford the extra $50...",1
it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,2
"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these.",1
fire tablet is very powerful for the size and does everything!,2
"What we expected, a bargain battery, so we are happy.",3
"They didn't last very long in my cheap camera. With them not being lithium I didn't expect them to last forever, but I should of gotten more then a days use out of them. In my Xbox controller they lasted an adequate amount of time. So all in all these definitely aren't for heavy use and the price point reflects that.",3
"Though I have got it for cheap price during black friday, this Fire is not that great. Very bad camera and dim screen resolution. Pros:Install Google Play without any hassleVery good book reading option",3
I like because I can download movies to watch offline with netflix,5
"Between LeapPads, Xbox controllers and remotes, we use batteries a lot. These have held up great with a comparable lifespan to other household brands.",5
"This is the second Fire tablet that I have purchased. The first I returned in after I was not able to load YouTube onto the tablet. Amazon's take on Android was just to unfriendly to make it work. With this new tablet, Amazon has heard my concern and now I'm enjoying this tablet. It's well built for a sub-$100 device, but won't stand up to a lot of abuse.",3
"For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.",3
"Excellent batteries and it's a better value than buying the batteries in smaller packs. Amazon's batteries are just as good as other manufacturers. With the subscribe and save, it's even a better deal.",5
"This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",3
Amazing video quality easy to maneuver wonderful screen size easy set up,5
"AmazonBasics AA Alkaline batteries, are generic alkaline batteries as good as Duracel Rayovac.",5
"Can't say enough about the Kindle Fire. It literally is fiiiiiiyah... fast, easy to use, and an all-around perfect tablet. Recommend keeping an eye out for special pricing at holidays to save some cheddar, but otherwise I'd say pick this little black rectangle of portable interwebz awesomeness up the first chance you get.",5
"Had it for about a week and now it won't take charge, tried new chargers and still not taking charge. Happy with tablet but unhappy about not chatging",2
I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.,3
I purchased two of these on Black Friday. What a great purchase. These are very inexpensive and have the ability to do so many things for the kids. I later bought tough cases to keep any damage minimal.,5
I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.,1
Will not seem to charge all the way and this is my 7th Kindlle.,2
"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",3
Very good value tablet. Does everything pretty well. Brightness isn't great. Battery takes a while to charge but lasts forever. Decent buy. Would recommend.,4
I got this for my husband for his birthday. He likes the light weight and the speakers and how powerful it is.,4
"Still waiting for Alexa to function. Several calls to Amazon supportled to conflicting answers on how to get it to work, then told it isnot yet available on all Fire HD 8 tablets.",4
"These do not hold the amount of high power juice like energizer or duracell, but they are half the price.",3
the first worked fine for three weeks then stopped. took back and got a replacement. this one lasted almost a month. again took it back and was told I had to deal with Amazon.Found out thru Amazon webpage that units simply froze up and how to reset it. Was upset that store associate knew nothing about the product. Had to research everything myself.,3
"I put these batteries in 10 of the 12 window candles that I bought - I put my last 2 Duracell in the other 2. The Amazon Batteries lasted for about 10 days and the Duracell lasted for 12. Since then I've experimented to see if this is consistent . It is, the Duracell last an average of 17 longer.",3
"I've had iPad mini's before so this tablet in my opinion can't compare. However, that being said. I bought this tablet for the purpose to watch Netflix and read books on. In my opinion it handles these two task perfectly. The screen isn't as clear and crisp like other tablets but hey I didn't pay $300 for it either. I like this size and it seems fast. I'd have to say I like it a lot. On another note, I'm giving this review only 4 stars because i am absolutely annoyed at Best Buy and their shipping. This is about the 3rd time I've ordered a product and had it shipped to me and Best Buy said it would be here at a certain date and UPS screws It up every time. Don't have any issues anywhere else but always when I order from Best Buy and have it mailed to me. Anyways, the tablet is good for the price and I'd recommend it over any other lower end teblets.",4
"I put these batteries in 10 of the 12 window candles that I bought - I put my last 2 Duracell in the other 2. The Amazon Batteries lasted for about 10 days and the Duracell lasted for 12. Since then I've experimented to see if this is consistent . It is, the Duracell last an average of 17 longer.",3
"These batteries are horrible. We depend on AA batteries for many wireless microphone and have found that brand-name batteries last about a month per our usage. We switched to Amazon basics to try it out when a subscription for our preferred brand was no longer available and have found that, under the same usage, these batteries last about a week. That's a 1/4 capacity.",1
Not a good product short battery life i can only use for 20 minutes,2
"This tablet is definitely recommended if you are looking for light to medium usage. Tablet is snappy and quick but slarts to lag after installing multiple apps.Amazon app store is good but there are few essential apps that are not available, though you can install them using black market.",3
"Noticeable improvement over the fire 7 inch. If you're a first-time tablet owner then the fire 7 inch is a great device. But if you've owned a tablet with higher specs, there is a noticeable improvement with the fire 8 inch . The Fire 8"" has a better display and faster processing.",4
"I put these batteries in 10 of the 12 window candles that I bought - I put my last 2 Duracell in the other 2. The Amazon Batteries lasted for about 10 days and the Duracell lasted for 12. Since then I've experimented to see if this is consistent . It is, the Duracell last an average of 17 longer.",3
"Date on the back of these were 1992. Yeah, 1992. Inedible.",1
Great batteries at a good price!,5
Purchase this tablet during the Christmas sale. This tablet is a good tablet for a beginner. Easy to use and shows movies and videos very well.,4
"If you need a basic tablet then the fire works. It falls apart when compared to the iPad mini from a usability, functionality and available apps standpoint.",2
Freeze frequently... No way to trouble shoot or repair it...,1
"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",3
It does its job but I would buy one which the screen is brighter. There are times that it's difficult to read because screen is not too bright,3
"These batteries are horrible. We depend on AA batteries for many wireless microphone and have found that brand-name batteries last about a month per our usage. We switched to Amazon basics to try it out when a subscription for our preferred brand was no longer available and have found that, under the same usage, these batteries last about a week. That's a 1/4 capacity.",1
This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.,1
Need to have some computer savvy. Wound be much more helpful if it came with a simple basic instructions.,3
Very good tablet for the price economical and the ability to carry in backpack,5
My wife absolutely loves this tablet. It wad an early Christmas present,5
You can always use batteries. I used these before and they seem to last pretty well.,5
This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,2
Great to take with me when I need alone time to just surf and read.,5
Not good,1
Not a good product short battery life i can only use for 20 minutes,2
I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.,3
"If it's possible to have gotten a dud batch I sure got it. We BLEW through all these batteries in less than a month. My kids toys aren't that super powered and even in remotes I was having to change batteries way too often. For example the magic touch counting toy, the store batteries lasted 3 years. Popped in some Amazon batteries, 1 month and the second child didn't play with it nearly as much as the first. For the price it was worth the try but I'm going back to the other brands.",2
"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",3
All the batteries came dead so I did a return and got new ones. Second order was the same as the first.Update: still have yet to receive refund from second order after several weeks!!!,1
Batteries don't last very long compared to Duracell or Energizer,3
"We purchased this as a replacement for our now-broken iPad. Though we liked the smaller size (more convenient, easier to carry, etc), the internet was sooooooo slowwwwww that it drove us crazy. Sometimes minutes to download a site (and this with no other apps open!1). Plan to go back to another iPad.",2
"For the price it can't be beat. That being said I had to return mine after a week. I just couldn't get over the low resolution screen. It works well for movies and the Web, but I needed it to also show off my photos to others.",3
These batteries don't last even in a simple digital clock. 2 weeks at best.,1
This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,2
